*test row do not delete*,Department of Unit Tests,TRAIN,,,5_current,http://art.washington.edu/calendar/
*test row do not delete*,Department of Unit Tests,TRAIN,,,past,
*test row do not delete*,Department of Unit Tests,TRAIN,,,far_future,
*test row do not delete*,Department of Other Unit Tests,,TRAINR,,2_current,
*test row do not delete*,Department of Other Unit Tests,,TRAINR,,5_current,http://art.washington.edu/calendar/
*test row do not delete*,Department of Other Unit Tests,,TRAINR,,future_1,
*test row do not delete*,Department of Other Unit Tests,,,UPCOM,future_1,
*test row do not delete*,Department of Other Unit Tests,,,UPCOM,far_future,
*test row do not delete*,Department of Other Unit Tests,,,UPCOM,past,
*test row do not delete*,Department of Other Unit Tests,,UPCOM2,,future_2,
,MECHANICAL ENGINEERING                  ,MECH ENGR: NANO & MOLEC ,,,sea_engr-me,Yes,
,MECHANICAL ENGINEERING                  ,,,MECHANICAL ENGINEERING  ,sea_engr-me sea_me-grad,Yes,
,MECHANICAL ENGINEERING                  ,,,MECHANICAL ENGR (TEL)   ,sea_engr-me sea_me-grad,Yes,
,MECHANICAL ENGINEERING                  ,,,ENGINEERING (MECHANICAL),sea_engr-me sea_me-grad,Yes,
,MECHANICAL ENGINEERING                  ,,,ENGINEERING (MECHANICAL),sea_engr-me sea_me-grad,Yes,
,MECHANICAL ENGINEERING                  ,,,ENGINEERING (MECHANICAL),sea_engr-me sea_me-grad,Yes,
,MECHANICAL ENGINEERING                  ,,,ENGINEERING (MECHANICAL),sea_engr-me sea_me-grad,Yes,
,MECHANICAL ENGINEERING                  ,,,ENGINEERING (MECHANICAL),sea_engr-me sea_me-grad,Yes,
,MECHANICAL ENGINEERING                  ,,,MECH ENGR (NANO & MOL E),sea_engr-me sea_me-grad,Yes,
pgalonso,MEDEX (DEGREE PROGRAM)                  ,MEDEX CERTIFICATE PROG  ,,,sea_fammed,Yes,
,MEDEX (DEGREE PROGRAM)                  ,MEDEX DEGREE PROGRAM    ,,,sea_fammed,Yes,
,MEDEX (DEGREE PROGRAM)                  ,MEDEX ORAL HEALTH TH    ,,,sea_fammed,Yes,
,MEDEX (DEGREE PROGRAM)                  ,PARAMEDICINE            ,,,sea_fammed,Yes,
,MEDEX (DEGREE PROGRAM)                  ,,,MEDEX DEGREE PROGRAM EXT,sea_fammed,Yes,
,MEDEX (DEGREE PROGRAM)                  ,,,MEDEX MCHS PROGRAM      ,sea_fammed,Yes,
,MEDEX (DEGREE PROGRAM)                  ,,,MEDEX EXT MCHS PROGRAM  ,sea_fammed,Yes,
,MEDICINAL CHEMISTRY                     ,,,MEDICINAL CHEMISTRY     ,,,
,MICROBIOLOGY                            ,MICROBIOLOGY            ,,,,,
,MICROBIOLOGY                            ,,MICROBIOLOGY            ,,,,
,MICROBIOLOGY (MEDICINE)                 ,,,MICROBIOLOGY (MED)      ,,,
,MICROBIOLOGY (MEDICINE)                 ,,,MICROBIOL (NANO & MOL E),,,
,MICROBIOLOGY (MEDICINE)                 ,,,MICROBIOLOGY & ASTROBIO ,,,
,MILITARY SCIENCE                        ,,MIL SCI & LEADERSHIP    ,,,,
,MOLECULAR & CELLULAR BIOLOGY            ,,,MOLECULAR & CELLULAR BIO,,,
,MOLECULAR & CELLULAR BIOLOGY            ,,,MOLE CELL BIO (FHCRC)   ,,,
,Molecular Engineering and Sciences      ,,,MOLECULAR ENGINEERING   ,,,
,MUSEOLOGY                               ,,,MUSEOLOGY               ,,,
,MUSEOLOGY                               ,,,MUSEOLOGY               ,,,
,MUSIC                                   ,APPLIED MUSIC           ,,,sea_music,Yes,
,MUSIC                                   ,APPL MUSIC-COMPOSITION  ,,,sea_music,Yes,
,MUSIC                                   ,APPLIED MUSIC - PIANO   ,,,sea_music,Yes,
,MUSIC                                   ,APPLIED MUSIC-STRING INS,,,sea_music,Yes,
,MUSIC                                   ,APPLIED MUSIC-VOICE     ,,,sea_music,Yes,
,MUSIC                                   ,APPLIED MUSIC-ORGAN     ,,,sea_music,Yes,
,MUSIC                                   ,APPLIED MUSIC-ORCHESTRAL,,,sea_music,Yes,
,MUSIC                                   ,APPLIED MUSIC-MUSIC ED  ,,,sea_music,Yes,
sflynn95,MUSIC                                   ,MUSIC                   ,,,sea_music,Yes,
,MUSIC                                   ,MUSIC(MUSIC HISTORY)    ,,,sea_music,Yes,
,MUSIC                                   ,MUSIC(SYSTEMATIC MUSIC) ,,,sea_music,Yes,
,MUSIC                                   ,MUSIC (JAZZ STUDIES)    ,,,sea_music,Yes,
,MUSIC                                   ,MUSIC (GUITAR)          ,,,sea_music,Yes,
,MUSIC                                   ,MUSIC (VOICE)           ,,,sea_music,Yes,
,MUSIC                                   ,MUSIC (ETHNOMUSICOLOGY) ,,,sea_music,Yes,
,MUSIC                                   ,MUSIC (THEORY)          ,,,sea_music,Yes,
,MUSIC                                   ,MUSIC (EARLY MUSIC)     ,,,sea_music,Yes,
,MUSIC                                   ,MUSIC (PERCUSSION: ORCH),,,sea_music,Yes,
,MUSIC                                   ,MUSIC (PERCUSSION:CP&MK),,,sea_music,Yes,
,MUSIC                                   ,,MUSIC                   ,,sea_music,Yes,
,MUSIC                                   ,,,APPLIED MUSIC-MUSIC ED  ,sea_music,Yes,
,MUSIC                                   ,,,MUSIC                   ,sea_music,Yes,
,MUSIC                                   ,,,MUSIC(MUSIC HISTORY)    ,sea_music,Yes,
,MUSIC                                   ,,,MUSIC (ACCOMPANYING)    ,sea_music,Yes,
,MUSIC                                   ,,,MUSIC (BRASS)           ,sea_music,Yes,
,MUSIC                                   ,,,MUSIC(CHORAL CONDUCTING),sea_music,Yes,
,MUSIC                                   ,,,MUSIC (COMPOSITION)     ,sea_music,Yes,
,MUSIC                                   ,,,MUSIC (HARP)            ,sea_music,Yes,
,MUSIC                                   ,,,MUSIC (HARPSICHORD)     ,sea_music,Yes,
,MUSIC                                   ,,,MUSIC(INSTRU CONDUCTING),sea_music,Yes,
,MUSIC                                   ,,,MUSIC (OPERA PRODUCTION),sea_music,Yes,
,MUSIC                                   ,,,MUSIC (ORGAN)           ,sea_music,Yes,
,MUSIC                                   ,,,MUSIC (PERCUSSION)      ,sea_music,Yes,
,MUSIC                                   ,,,MUSIC (PIANO)           ,sea_music,Yes,
,MUSIC                                   ,,,MUSIC (STRINGS)         ,sea_music,Yes,
,MUSIC                                   ,,,MUSIC (VOICE)           ,sea_music,Yes,
,MUSIC                                   ,,,MUSIC (WOODWINDS)       ,sea_music,Yes,
,MUSIC                                   ,,,MUSIC (ETHNOMUSICOLOGY) ,sea_music,Yes,
,MUSIC                                   ,,,MUSIC (EDUCATION)       ,sea_music,Yes,
,MUSIC                                   ,,,MUSIC (THEORY)          ,sea_music,Yes,
,MUSIC                                   ,,,MUSIC (TEXT ST)         ,sea_music,Yes,
,MUSIC                                   ,,,MUSIC (JAZZ ST & IMPROV),sea_music,Yes,
,NAVAL SCIENCE                           ,,NAVAL SCIENCE           ,,,,
,NEAR & MIDDLE EASTERN STUDIES           ,,,NEAR & MIDDLE EASTERN ST,sea_nelc,Yes,
amtfaith,NEAR EASTERN LANGUAGES & CIVILIZATION   ,NEAR EASTERN LANG & CIV ,,,sea_nelc,Yes,
,NEAR EASTERN LANGUAGES & CIVILIZATION   ,NEAR EAST ST LANG & CIV ,,,sea_nelc,Yes,
,NEAR EASTERN LANGUAGES & CIVILIZATION   ,NEAR EAST ST CULT & CIV ,,,sea_nelc,Yes,
,NEAR EASTERN LANGUAGES & CIVILIZATION   ,NEAR EAST ST COMP ISLAM ,,,sea_nelc,Yes,
,NEAR EASTERN LANGUAGES & CIVILIZATION   ,NEAR EAST ST BIBL & ANC ,,,sea_nelc,Yes,
,NEAR EASTERN LANGUAGES & CIVILIZATION   ,,NEAR EASTERN LANG & CIV ,,sea_nelc,Yes,
,NEAR EASTERN LANGUAGES & CIVILIZATION   ,,,NEAR EASTERN LANG & CIV ,sea_nelc,Yes,
,NEUROBIOLOGY                            ,NEUROBIOLOGY            ,,,,,
,NEUROSCIENCE                            ,,,NEUROBIOLOGY & BEHAVIOR ,,,
,NEUROSCIENCE                            ,,,NEUROSCIENCE            ,,,
,NURSING                                 ,EXTENDED PRE NURSING    ,,,sea_nursing,Yes,
,NURSING                                 ,NURSE AFFILIATES        ,,,sea_nursing,Yes,
shabbott,NURSING                                 ,NURSING                 ,,,sea_nursing,Yes,
,NURSING                                 ,NURS VISITING STUDENT   ,,,sea_nursing,Yes,
,NURSING                                 ,NURSING                 ,,,sea_nursing,Yes,
,NURSING                                 ,,,APN (INF MENTAL HLTH)   ,sea_nursing,Yes,
,NURSING                                 ,,,APN (ADLT PSY MENT HLTH),sea_nursing,Yes,
,NURSING                                 ,,,APN (INF DIS & INF CTRL),sea_nursing,Yes,
,NURSING                                 ,,,APN (ADLT CLIN NURS SPC),sea_nursing,Yes,
,NURSING                                 ,,,APN (NURSE EDUC)        ,sea_nursing,Yes,
,NURSING                                 ,,,APN (FORENSIC NURS SP)  ,sea_nursing,Yes,
,NURSING                                 ,,,APN (COMP & ALT MED)    ,sea_nursing,Yes,
,NURSING                                 ,,,APN (NURSE MIDWIFERY)   ,sea_nursing,Yes,
,NURSING                                 ,,,APN (ADULT NURSE PRACT) ,sea_nursing,Yes,
,NURSING                                 ,,,APN (ENVIRONMENTAL HLTH),sea_nursing,Yes,
,NURSING                                 ,,,APN (PED NURSE PRACT)   ,sea_nursing,Yes,
,NURSING                                 ,,,APN (INF MENTAL HLTH)   ,sea_nursing,Yes,
,NURSING                                 ,,,APNX (NURSE MIDWIFERY)  ,sea_nursing,Yes,
,NURSING                                 ,,,APN (ADULT NURSE PRACT) ,sea_nursing,Yes,
,NURSING                                 ,,,APN (LEADERSHIP)        ,sea_nursing,Yes,
,NURSING                                 ,,,APN (NEONATAL NURSE PRC),sea_nursing,Yes,
,NURSING                                 ,,,APN (NEONATAL NRS CL SP),sea_nursing,Yes,
,NURSING                                 ,,,APN (PERINATAL NRS SPEC),sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS DNP,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS DNP,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS DNP,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS DNP,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS DNP,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS DNP,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS DNP,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS DNP,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS DNP,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS DNP,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS DNP,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS DNP,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS DNP,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS DNP,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS DNP,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS DNP,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS DNP,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS DNP,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS DNP,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MN ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MN ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MN ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MN ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MN ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MN ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MN ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MN ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MN ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MN ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MN ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MN ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MN ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MN ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MN ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MN ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MN ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MN ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MN ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MN ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MN ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MN ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MN ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS PHD,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MS ,sea_nursing,Yes,
,NURSING                                 ,,,GRAD ENTRY PROG NURS MS ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING (MEPN)          ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING PRACTICE        ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING (STATISTICS)    ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING PRACTICE        ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING                                 ,,,NURSING                 ,sea_nursing,Yes,
,NURSING (BOTHELL CAMPUS)                ,HEALTH STUDIES (BOTHELL),,,bot_nhs,Yes,
,NURSING (BOTHELL CAMPUS)                ,NURSING(BOTHELL)        ,,,bot_nhs,Yes,
,NURSING (BOTHELL CAMPUS)                ,NURSING(OLYMPIC PEN)    ,,,bot_nhs,Yes,
,NURSING (BOTHELL CAMPUS)                ,NURSING(NORHTERN)       ,,,bot_nhs,Yes,
,NURSING (BOTHELL CAMPUS)                ,PRE NURSING (BOTHELL)   ,,,bot_nhs,Yes,
,NURSING (BOTHELL CAMPUS)                ,,,NURSING(BOTHELL)        ,bot_nhs,Yes,
,NURSING (TACOMA CAMPUS)                 ,NURSING(TACOMA CAMPUS)  ,,,tac_nursing,Yes,
,NURSING (TACOMA CAMPUS)                 ,HEALTHCARE LEAD (TACOMA),,,tac_nursing,Yes,
,NURSING (TACOMA CAMPUS)                 ,PRE-HLTHCARE LD (TACOMA),,,tac_nursing,Yes,
,NURSING (TACOMA CAMPUS)                 ,PRE NURSING (TACOMA)    ,,,tac_nursing,Yes,
,NURSING (TACOMA CAMPUS)                 ,,HEALTH AND SOCIETY      ,,tac_nursing,Yes,
,NURSING (TACOMA CAMPUS)                 ,,,NURSING(TACOMA CAMPUS)  ,tac_nursing,Yes,
,NURSING (TACOMA CAMPUS)                 ,,,T NURSING (ADN/BSN/MN)  ,tac_nursing,Yes,
,NURSING AND HEALTH ADMINISTRATION       ,,,NURSING & HEALTH ADMIN  ,,,
,NURSING/HEALTH SERVICES                 ,,,NURSING/HEALTH SERVICES ,,,
,ORAL HEALTH SCIENCES                    ,DENTAL HYGIENE          ,,,,,
,ORAL HEALTH SCIENCES                    ,,,ORAL BIOLOGY            ,,,
,ORAL MEDICINE                           ,,,ORAL MEDICINE           ,sea_dental-oms,Yes,
,ORTHODONTICS                            ,,,ORTHODONTICS            ,sea_orthodontics,Yes,
,PATHOLOGY                               ,,,PATHOLOGY               ,,,
,PATHOLOGY                               ,,,PATHOLOGY (COMPARATIVE) ,,,
,PATHOLOGY                               ,,,PATHOLOGY (LAB ANML MED),,,
,PEDIATRIC DENTISTRY                     ,,,PEDIATRIC DENTISTRY     ,,,
,PERIODONTICS                            ,,,PERIODONTICS            ,,,
,PHARMACEUTICS                           ,,,PHARMACEUTICS           ,,,
,PHARMACOLOGY                            ,,,PHARMACOLOGY            ,,,
,PHILOSOPHY                              ,HIST & PHIL OF SCIENCE  ,,,sea_phil,Yes,
target,PHILOSOPHY                              ,PHILOSOPHY              ,,,sea_phil,Yes,
,PHILOSOPHY                              ,,ETHICS                  ,,sea_phil,Yes,
,PHILOSOPHY                              ,,PHILOSOPHY              ,,sea_phil,Yes,
,PHILOSOPHY                              ,,,PHILOSOPHY              ,sea_phil,Yes,
,PHILOSOPHY                              ,,,ANCIENT PHILOSOPHY      ,sea_phil,Yes,
,PHILOSOPHY                              ,,,VALUES IN SOCIETY       ,sea_phil,Yes,
,Physical Science (Bothell)              ,CHEMISTRY (BOTHELL)     ,,,,,
,Physical Science (Bothell)              ,CHEM: BIOC (BOTHELL)    ,,,,,
,Physical Science (Bothell)              ,CLIMATE SCI & POL       ,,,,,
,Physical Science (Bothell)              ,,PHYSICS (BOTHELL)       ,,,,
sharsnik,PHYSICS                                 ,PHYSICS                 ,,,sea_phys,Yes,
,PHYSICS                                 ,PHYSICS: APPLIED PHYSICS,,,sea_phys,Yes,
,PHYSICS                                 ,PHYSICS: BIOPHYSICS     ,,,sea_phys,Yes,
,PHYSICS                                 ,PHYSICS: COMP PHYSICS   ,,,sea_phys,Yes,
,PHYSICS                                 ,PHYSICS: TEACHER PREP   ,,,sea_phys,Yes,
,PHYSICS                                 ,,PHYSICS                 ,,sea_phys,Yes,
,PHYSICS                                 ,,,PHYSICS                 ,sea_phys,Yes,
,PHYSICS                                 ,,,PHYSICS (NANO & MOL ENG),sea_phys,Yes,
,PHYSICS                                 ,,,PHYSICS                 ,sea_phys,Yes,
murrayj,PHYSIOLOGY & BIOPHYSICS                 ,,,PHYSIOLOGY & BIOPHYSICS ,sea_pbio-dept,Yes,
,PHYSIOLOGY & BIOPHYSICS                 ,,,PHYS & BIOPHYS (NAN&MOL),sea_pbio-dept,Yes,
judef93,POLITICAL SCIENCE                       ,POLITICAL SCIENCE       ,,,sea_pols,Yes,
,POLITICAL SCIENCE                       ,POL SCI (POL COMM)      ,,,sea_pols,Yes,
,POLITICAL SCIENCE                       ,POL SCI (POL ECON)      ,,,sea_pols,Yes,
,POLITICAL SCIENCE                       ,POL SCI (INTL SECURITY) ,,,sea_pols,Yes,
,POLITICAL SCIENCE                       ,,POLITICAL SCIENCE       ,,sea_pols,Yes,
,POLITICAL SCIENCE                       ,,,POLITICAL SCIENCE       ,sea_pols,Yes,
,POLITICAL SCIENCE                       ,,,POLITICAL SCIENCE       ,sea_pols,Yes,
,PRE MAJOR ARTS AND SCIENCES             ,EXTENDED PRE MAJOR      ,,,,,
,PRE MAJOR ARTS AND SCIENCES             ,EXTENDED PRE BUS ADMIN  ,,,,,
,PRE MAJOR ARTS AND SCIENCES             ,PRE SOCIAL WORK         ,,,,,
,PRE MAJOR ARTS AND SCIENCES             ,POSTBAC STUDY           ,,,,,
,PRE MAJOR ARTS AND SCIENCES             ,"PRE MAJOR, EVENING      ",,,,,
,PRE MAJOR ARTS AND SCIENCES             ,PRE BUSINESS ADMIN      ,,,,,
,PRE MAJOR ARTS AND SCIENCES             ,PRE ENVIRONMENTAL HEALTH,,,,,
,PRE MAJOR ARTS AND SCIENCES             ,PRE HEALTH SCIENCES     ,,,,,
,PRE MAJOR ARTS AND SCIENCES             ,PRE ARCHITECTURE        ,,,,,
,PRE MAJOR ARTS AND SCIENCES             ,PRE ARTS                ,,,,,
,PRE MAJOR ARTS AND SCIENCES             ,PRE HEALTH INFO ADMIN   ,,,,,
,PRE MAJOR ARTS AND SCIENCES             ,PRE HUMANITIES          ,,,,,
,PRE MAJOR ARTS AND SCIENCES             ,PRE MAJOR (A&S)         ,,,,,
,PRE MAJOR ARTS AND SCIENCES             ,PRE MAJOR (A&S)-DISTANCE,,,,,
,PRE MAJOR ARTS AND SCIENCES             ,PRE NURSING             ,,,,,
,PRE MAJOR ARTS AND SCIENCES             ,PRE SCIENCE             ,,,,,
,PRE MAJOR ARTS AND SCIENCES             ,PRE SOCIAL SCIENCE      ,,,,,
,PRE MAJOR ARTS AND SCIENCES             ,UNDECLARED 5TH YEAR     ,,,,,
,PRE MAJOR ARTS AND SCIENCES             ,VISITING-ARTS & SCIENCES,,,,,
,PRE PROFESSIONAL - BOTHELL              ,PRE PROFESSIONAL        ,,,,,
,PRE PROFESSIONAL - TACOMA               ,TACOMA GENERAL STUDIES  ,,,,,
,PRE PROFESSIONAL - TACOMA               ,NONMATRIC TACOMA        ,,,,,
,PRE PROFESSIONAL - TACOMA               ,EXTND PREMAJOR (TACOMA) ,,,,,
,PRE PROFESSIONAL - TACOMA               ,TACOMA DUAL ENROLLMENT  ,,,,,
,PRE PROFESSIONAL - TACOMA               ,TACOMA DUAL ENROLL - TCC,,,,,
,PRE PROFESSIONAL - TACOMA               ,POST BAC ST (TACOMA)    ,,,,,
,PRE PROFESSIONAL - TACOMA               ,PRE PROFESSIONAL        ,,,,,
,PRE PROFESSIONAL - TACOMA               ,PREMAJOR (TACOMA)       ,,,,,
,PRE PROFESSIONAL - TACOMA               ,PREMAJOR (TACOMA)       ,,,,,
,PRE PROFESSIONAL - TACOMA               ,EXTND PREMAJOR (TACOMA) ,,,,,
Can't find netids,PROGRAM ON CLIMATE CHANGE               ,,CLIMATE SCIENCE         ,,sea_pcc,Yes,
Can't find netids,PROGRAM ON CLIMATE CHANGE               ,,,CLIMATE SCIENCE         ,sea_pcc,Yes,
Can't find netids,PROGRAM ON THE ENVIRONMENT              ,ENVIRONMENTAL STUDIES   ,,,sea_envir,Yes,
Can't find netids,PROGRAM ON THE ENVIRONMENT              ,,ENVIRONMENTAL STUDIES   ,,sea_envir,Yes,
Can't find netids,PROGRAM ON THE ENVIRONMENT              ,,,ENVIRONMENTAL MANAGEMENT,sea_envir,Yes,
Can't find netids,PROGRAM ON THE ENVIRONMENT              ,,,POL DIMEN OF EARTH SCI  ,sea_envir,Yes,
wubiach8,PSYCHOLOGY                              ,PSYCHOLOGY              ,,,sea_psych,Yes,
,PSYCHOLOGY                              ,,,PSYCHOLOGY              ,sea_psych,Yes,
,PSYCHOLOGY                              ,,,PSYCH:CLINICAL PSYCH    ,sea_psych,Yes,
,PUBLIC AFFAIRS                          ,,,EXECUTIVE MPA           ,sea_evans,Yes,
,PUBLIC AFFAIRS                          ,,,INTL DEVEL POL AND MGMT ,sea_evans,Yes,
,PUBLIC AFFAIRS                          ,,,NONPROFIT MANAGEMENT    ,sea_evans,Yes,
,PUBLIC AFFAIRS                          ,,,PUBLIC AFFAIRS          ,sea_evans,Yes,
,PUBLIC AFFAIRS                          ,,,PUBLIC POLICY & MGMT    ,sea_evans,Yes,
,PUBLIC AFFAIRS                          ,,,PUBLIC AFFAIRS          ,sea_evans,Yes,
,PUBLIC AFFAIRS                          ,,,PUBLIC AFFAIRS (PCMI)   ,sea_evans,Yes,
,PUBLIC AFFAIRS                          ,,,PUBLIC AFFAIRS (GLB PRG),sea_evans,Yes,
,PUBLIC AFFAIRS                          ,,,PUBLIC AFFAIRS EVENING  ,sea_evans,Yes,
,PUBLIC AFFAIRS/BIOSTATISTICS            ,,,PUBL AFFAIRS/BIOSTAT    ,sea_evans,Yes,
,PUBLIC AFFAIRS/ENVIRONMENTAL HEALTH     ,,,PUBL AFFAIRS/ENVIR HLTH ,sea_evans,Yes,
,PUBLIC AFFAIRS/EPIDEMIOLOGY             ,,,PUBL AFFAIRS/EPIDEMIOLGY,sea_evans,Yes,
,PUBLIC AFFAIRS/FOREST RESOURCES         ,,,PUB AFF/FOREST RES      ,sea_evans,Yes,
,PUBLIC AFFAIRS/HEALTH ADMINISTRATION    ,,,PUBLIC AFFAIRS/HEALTH AD,sea_evans,Yes,
,PUBLIC AFFAIRS/HEALTH SERVICES          ,,,PUBL AFFAIRS/HLTH SERV  ,sea_evans,Yes,
,PUBLIC AFFAIRS/PATHOBIOLOGY             ,,,PUBL AFFAIRS/PATHOBIOL  ,sea_evans,Yes,
,QUANTITATIVE ECOLOGY & RESOURCE MGMT    ,,,QUAN ECOL & RESOURCE MG ,,,
,REHABILITATION MEDICINE                 ,PROSTHETICS & ORTHOTICS ,,,sea_rehab,Yes,
,REHABILITATION MEDICINE                 ,,,REHABILITATION MED      ,sea_rehab,Yes,
,REHABILITATION MEDICINE                 ,,,REHAB MED (PHYSICAL TH) ,sea_rehab,Yes,
,REHABILITATION MEDICINE                 ,,,REHABILITATION MED(REHAB,sea_rehab,Yes,
,REHABILITATION MEDICINE                 ,,,REHAB MED(OCCUPATIONAL T,sea_rehab,Yes,
,REHABILITATION MEDICINE                 ,,,REHABILITATION SCI      ,sea_rehab,Yes,
,REHABILITATION MEDICINE                 ,,,REHAB MED: PROS & ORTHO ,sea_rehab,Yes,
,REHABILITATION MEDICINE                 ,,,REHAB MED (PHYSICAL TH) ,sea_rehab,Yes,
,RESTORATIVE DENTISTRY                   ,,,PROSTHODONTICS          ,sea_rehab,Yes,
,Robinson Center for Young Scholars      ,EARLY ENTRANCE PROGRAM  ,,,,,
